0	5
0	8
0	15
0	16
0	19
0	20
0	21
0	22
0	24
0	27
0	34
0	35
0	36
0	39
0	40
0	41
0	42
0	44
0	49
0	52
0	53
0	54
0	59
0	62
0	67
0	71
0	77
0	78
0	81
0	83
0	84
0	85
0	87
0	88
0	90
0	91
0	92
0	96
0	104
0	106
0	109
0	111
0	115
0	123
0	124
0	127
0	128
0	136
0	139
0	141
0	142
0	143
0	148
0	151
0	158
0	160
0	166
0	172
0	174
0	175
0	179
0	181
0	182
0	184
0	188
0	189
0	190
0	191
0	204
0	208
0	213
0	217
0	218
0	219
0	222
0	223
0	226
0	227
0	234
0	237
0	242
0	243
0	249
0	252
0	256
0	257
0	258
0	260
0	261
0	268
0	275
0	278
0	281
0	282
0	285
0	287
0	292
0	295
0	297
0	298
0	302
0	304
0	307
0	308
0	312
0	313
0	316
0	318
0	329
0	332
0	333
0	336
0	338
0	339
0	341
0	343
0	345
0	347
0	354
0	355
0	356
0	362
0	365
0	370
0	372
0	373
0	378
0	383
0	384
0	393
0	399
0	400
0	406
0	408
0	415
0	416
0	417
0	418
0	419
0	425
0	430
0	431
0	434
0	437
0	439
0	442
0	444
0	450
0	457
0	458
0	459
0	460
0	470
0	476
0	477
0	478
0	479
0	485
0	487
0	492
0	494
0	496
0	497
0	498
0	500
0	501
0	503
0	506
0	507
0	510
0	511
0	513
0	515
0	521
0	522
0	523
0	525
0	526
0	527
0	528
0	531
0	533
0	534
0	536
0	538
0	539
0	540
0	546
0	548
0	553
0	555
0	556
0	557
0	562
0	568
0	570
0	571
0	574
0	576
0	578
0	583
0	590
0	592
0	593
0	595
0	596
0	598
0	599
0	601
0	604
0	605
0	607
5	0
5	40
5	41
5	42
5	44
5	54
5	67
5	141
5	143
5	172
5	242
5	252
5	261
5	292
5	297
5	307
5	347
5	355
5	419
5	450
5	459
5	498
5	511
5	525
5	527
5	574
5	592
5	615
5	625
5	956
5	1174
5	1201
5	1366
5	1556
5	1640
5	1665
5	1727
5	1747
5	1798
5	1848
5	1933
5	1999
5	2009
5	2255
5	2290
5	2401
5	2434
5	2805
5	2847
5	3086
5	3138
5	3139
5	3550
5	3553
5	3555
5	3563
5	3574
5	3578
5	3582
5	3595
5	3596
5	3597
5	3598
5	3602
5	3620
5	3624
5	3625
5	3626
