0	2
0	3
0	5
0	7
0	11
0	13
0	15
0	16
0	18
0	19
0	20
0	22
0	23
0	24
0	27
0	28
0	29
0	30
0	31
0	34
0	36
0	37
0	38
0	40
0	42
0	45
0	47
0	49
0	50
0	51
0	52
0	54
0	56
0	57
0	58
0	62
0	65
0	67
0	68
0	69
0	71
0	75
0	78
0	80
0	83
0	86
0	87
0	88
0	90
0	91
0	98
0	99
0	101
0	102
0	104
0	105
0	108
0	110
0	112
0	115
0	117
2	0
2	13
2	20
2	29
2	30
2	34
2	40
2	45
2	47
2	50
2	145
2	149
2	150
2	153
2	154
2	158
2	159
2	166
2	167
2	169
2	170
2	173
2	176
2	180
2	185
2	188
2	189
2	190
2	202
3	0
3	7
3	11
3	20
3	27
3	30
3	36
3	38
3	42
3	49
3	54
3	112
3	124
3	154
3	159
3	209
3	214
3	215
3	217
3	220
3	226
3	229
3	232
3	235
3	236
3	237
3	238
3	240
3	242
3	246
3	262
3	265
3	270
3	275
3	278
3	279
3	280
3	285
3	289
3	300
3	304
3	306
3	310
3	325
3	327
3	332
3	333
3	341
3	342
3	343
3	354
3	373
3	378
3	383
3	389
3	394
3	412
3	420
3	449
3	460
3	466
3	469
3	475
3	488
3	501
3	507
3	511
5	0
5	7
5	11
5	23
5	29
5	30
5	38
5	40
5	42
5	56
5	91
5	124
5	125
5	127
5	130
5	132
5	134
5	137
5	537
5	539
5	549
7	0
7	3
7	5
7	11
7	16
7	23
7	29
7	30
7	36
7	38
7	40
7	42
7	54
7	56
7	58
7	91
7	124
7	125
7	130
7	132
7	134
7	137
7	149
7	154
7	159
7	170
7	209
7	214
7	215
7	226
7	229
7	235
7	246
7	279
7	539
7	620
7	628
7	631
7	633
7	639
7	642
7	643
7	644
7	645
7	649
7	652
7	655
7	663
7	668
7	677
7	689
7	692
7	701
7	713
7	717
7	719
7	724
7	725
7	727
7	731
7	745
7	746
7	747
7	758
7	761
7	766
7	770
7	773
7	775
7	776
7	785
7	792
7	811
11	0
11	3
11	5
11	7
11	23
11	29
11	30
11	38
11	40
11	42
11	54
11	56
11	91
11	124
11	125
11	127
11	130
11	132
11	134
11	137
11	149
11	214
11	232
11	539
11	766
11	818
11	853
11	857
11	860
11	861
11	863
11	864
11	865
11	871
13	0
13	2
13	19
13	27
13	29
13	30
13	34
13	37
13	45
13	47
13	49
13	51
13	67
13	86
13	87
13	88
13	98
13	105
13	115
13	167
13	180
13	185
13	389
13	620
13	659
13	773
13	878
13	881
13	958
13	959
13	961
13	962
13	963
13	965
13	966
13	969
13	970
13	972
13	981
13	990
13	991
13	993
13	995
13	997
13	1000
13	1001
13	1003
13	1005
13	1014
13	1016
13	1021
13	1022
13	1025
13	1027
13	1030
13	1039
13	1044
13	1046
13	1047
13	1048
13	1050
13	1064
13	1065
15	0
15	30
15	47
15	49
15	62
15	159
15	167
15	215
15	280
15	1003
15	1092
15	1095
15	1096
15	1099
15	1102
15	1108
15	1112
16	0
16	7
16	30
16	42
16	45
16	232
16	389
16	655
16	677
16	766
16	1128
16	1133
18	0
18	22
18	27
18	30
18	36
18	45
18	49
18	50
18	58
18	68
18	71
18	75
18	80
18	83
18	112
18	115
18	189
18	962
18	1003
18	1096
18	1102
18	1148
18	1175
18	1178
18	1183
18	1196
18	1208
18	1219
18	1239
18	1240
18	1241
18	1242
18	1244
18	1248
18	1249
18	1252
18	1256
18	1257
18	1263
18	1266
18	1270
18	1277
19	0
19	13
19	30
19	45
19	167
19	289
19	908
19	958
19	964
19	965
19	966
19	995
19	1016
